full_sq,life_sq,floor,max_floor,build_year,num_room,kitch_sq,sub_area,price_doc
44,29.0,3.0,5.0,1966.0,2.0,5.0,Gol'janovo,6200000
44,27.0,2.0,5.0,1965.0,2.0,5.0,Koptevo,7300000
36,15.0,1.0,5.0,1960.0,1.0,10.0,Nizhegorodskoe,5460000
64,44.0,7.0,7.0,1950.0,3.0,7.0,Horoshevskoe,15400000
70,48.0,2.0,8.0,1956.0,3.0,9.0,Sokolinaja Gora,2000000
32,18.0,4.0,9.0,1980.0,1.0,5.0,Mar'ino,1000000
60,38.0,9.0,,,,,Kuncevo,10200000
44,28.0,6.0,12.0,1967.0,2.0,0.0,Nagatinskij Zaton,7800000
35,19.0,1.0,12.0,1973.0,1.0,7.0,Veshnjaki,5450000
50,34.0,8.0,9.0,1976.0,3.0,6.0,Jasenevo,8200000
80,76.0,7.0,9.0,,2.0,1.0,Zapadnoe Degunino,5576288
53,38.0,4.0,16.0,1967.0,3.0,6.0,Juzhnoportovoe,8700000
32,18.0,7.0,9.0,1973.0,1.0,6.0,Nagatino-Sadovniki,6550000
38,19.0,2.0,17.0,1976.0,1.0,10.0,Hovrino,6750000
104,104.0,25.0,23.0,2014.0,2.0,24.0,Hovrino,15162349
38,22.0,11.0,12.0,1968.0,1.0,6.0,Severnoe Tushino,6500000
127,75.0,10.0,26.0,2010.0,3.0,14.0,Pokrovskoe Streshnevo,30300000
118,61.0,26.0,40.0,2011.0,3.0,13.0,Hovrino,19000000
38,36.0,10.0,,,,,Caricyno,5400000
53,32.0,16.0,17.0,1984.0,2.0,9.0,Orehovo-Borisovo Severnoe,9600000
37,17.0,14.0,22.0,2015.0,1.0,9.0,Poselenie Shherbinka,3556160
61,42.0,9.0,9.0,1968.0,3.0,6.0,Savelki,1900000
87,85.0,7.0,17.0,1998.0,3.0,12.0,Mitino,13900000
41,26.0,2.0,5.0,1971.0,2.0,5.0,Krjukovo,5342000
43,27.0,1.0,5.0,1961.0,2.0,5.0,Ljublino,6300000
41,,2.0,,,,,Poselenie Moskovskij,4499520
40,25.0,7.0,16.0,1967.0,2.0,6.0,Matushkino,5000000
30,17.0,2.0,9.0,1969.0,1.0,5.0,Nagatinskij Zaton,5500000
58,29.0,4.0,17.0,2009.0,2.0,9.0,Ljublino,1500000
39,23.0,12.0,14.0,1970.0,2.0,6.0,Rostokino,7100000
79,,19.0,24.0,2013.0,3.0,1.0,Nagornoe,14249084
39,20.0,17.0,22.0,1987.0,1.0,10.0,Jasenevo,7400000
59,44.0,6.0,6.0,1989.0,3.0,5.0,Rjazanskij,1980000
32,19.0,8.0,9.0,1974.0,1.0,6.0,Teplyj Stan,4800000
46,30.0,9.0,9.0,1977.0,2.0,5.0,Orehovo-Borisovo Juzhnoe,6650000
41,24.0,4.0,4.0,1969.0,2.0,5.0,Poselenie Krasnopahorskoe,3630000
39,18.0,13.0,17.0,2005.0,1.0,8.0,Kuz'minki,7530000
37,22.0,7.0,9.0,1964.0,2.0,7.0,Horoshevo-Mnevniki,5700000
55,,6.0,17.0,,2.0,1.0,Poselenie Sosenskoe,5560000
32,18.0,7.0,9.0,1972.0,1.0,6.0,Birjulevo Vostochnoe,5300000
53,31.0,12.0,12.0,1975.0,2.0,7.0,Filevskij Park,6000000
38,20.0,15.0,22.0,1985.0,1.0,10.0,Brateevo,5500000
32,20.0,2.0,,,,,Lefortovo,4700000
51,30.0,7.0,17.0,1989.0,2.0,8.0,Novo-Peredelkino,8400000
66,44.0,1.0,12.0,1975.0,3.0,6.0,Orehovo-Borisovo Severnoe,8000000
209,209.0,0.0,3.0,2007.0,0.0,0.0,Poselenie Shherbinka,10500000
58,30.0,8.0,14.0,2002.0,2.0,11.0,Dmitrovskoe,9400000
41,20.0,6.0,,,,,Tekstil'shhiki,6200000
44,29.0,5.0,5.0,1962.0,2.0,5.0,Izmajlovo,7500000
54,38.0,2.0,9.0,1965.0,3.0,5.0,Presnenskoe,12000000
43,29.0,2.0,2.0,1959.0,2.0,6.0,Horoshevo-Mnevniki,6500000
80,41.0,1.0,17.0,2013.0,3.0,13.0,Poselenie Moskovskij,5874800
78,46.0,8.0,17.0,1992.0,3.0,10.0,Donskoe,1000000
61,43.0,7.0,9.0,1979.0,3.0,6.0,Jaroslavskoe,8950000
99,62.0,7.0,22.0,1988.0,4.0,10.0,Mar'ino,13300000
76,44.0,9.0,14.0,1995.0,3.0,8.0,Ochakovo-Matveevskoe,12500000
56,41.0,3.0,9.0,1966.0,3.0,5.0,Begovoe,7000000
39,21.0,8.0,12.0,1983.0,1.0,8.0,Birjulevo Vostochnoe,5550000
47,30.0,4.0,12.0,1972.0,2.0,6.0,Birjulevo Vostochnoe,6500000
56,29.0,19.0,24.0,2005.0,2.0,11.0,Beskudnikovskoe,10990000
54,29.0,2.0,9.0,1998.0,2.0,11.0,Juzhnoe Butovo,8400000
58,1.0,2.0,17.0,2015.0,2.0,1.0,Nekrasovka,6520500
53,30.0,13.0,14.0,1989.0,2.0,8.0,Novo-Peredelkino,7100000
68,45.0,5.0,5.0,1953.0,3.0,6.0,Mozhajskoe,9200000
82,,14.0,,,,,Chertanovo Juzhnoe,12425825
52,,9.0,17.0,2015.0,2.0,10.0,Solncevo,5221475
37,18.0,8.0,17.0,2007.0,1.0,7.0,Beskudnikovskoe,1200000
50,30.0,4.0,17.0,1987.0,2.0,8.0,Chertanovo Severnoe,8500000
88,47.0,22.0,24.0,2007.0,3.0,16.0,Jakimanka,18900000
87,87.0,2.0,1.0,2015.0,3.0,1.0,Poselenie Sosenskoe,7796080
98,72.0,2.0,5.0,1957.0,4.0,8.0,Savelovskoe,10500000
47,17.0,12.0,22.0,2009.0,1.0,14.0,Bogorodskoe,11400000
73,49.0,5.0,5.0,1959.0,3.0,9.0,Basmannoe,16000000
34,18.0,7.0,22.0,2015.0,1.0,11.0,Poselenie Desjonovskoe,3613360
126,126.0,7.0,15.0,2014.0,3.0,12.0,Obruchevskoe,17793902
34,19.0,16.0,,,,,Meshhanskoe,6250000
40,,17.0,25.0,0.0,1.0,1.0,Poselenie Sosenskoe,4236300
31,16.0,5.0,5.0,1964.0,1.0,5.0,Preobrazhenskoe,5300000
44,44.0,3.0,1.0,1.0,1.0,1.0,Poselenie Sosenskoe,5063450
35,25.0,7.0,8.0,1958.0,2.0,5.0,Gagarinskoe,1000000
78,1.0,21.0,25.0,2016.0,3.0,1.0,Nekrasovka,7185200
32,20.0,2.0,5.0,1967.0,1.0,5.0,Ochakovo-Matveevskoe,5400000
32,21.0,8.0,9.0,1966.0,1.0,5.0,Sokolinaja Gora,5000000
45,18.0,4.0,17.0,2012.0,1.0,11.0,Poselenie Sosenskoe,2581519
74,44.0,8.0,17.0,1994.0,3.0,10.0,Krjukovo,1000000
41,20.0,5.0,14.0,1991.0,1.0,8.0,Novokosino,6300000
58,,6.0,,,,,Krjukovo,5968200
30,18.0,5.0,5.0,1966.0,1.0,5.0,Donskoe,2000000
53,30.0,5.0,12.0,1976.0,2.0,8.0,Zjablikovo,7000000
86,49.0,14.0,23.0,2007.0,3.0,10.0,Rjazanskij,15600000
44,27.0,4.0,9.0,1967.0,2.0,5.0,Hovrino,7050000
45,27.0,6.0,9.0,1970.0,2.0,6.0,Tekstil'shhiki,7200000
82,82.0,3.0,,,,,Poselenie Filimonkovskoe,4225045
44,29.0,4.0,5.0,1963.0,2.0,5.0,Kuz'minki,5700000
29,26.0,16.0,,,,,Mitino,4904827
45,30.0,2.0,5.0,1960.0,2.0,5.0,Danilovskoe,7250000
39,23.0,6.0,12.0,1967.0,2.0,6.0,Timirjazevskoe,7300000
44,27.0,6.0,9.0,1972.0,2.0,5.0,Teplyj Stan,8300000
45,27.0,1.0,9.0,1968.0,2.0,6.0,Ochakovo-Matveevskoe,6000000
43,40.0,18.0,20.0,2014.0,1.0,1.0,Mitino,8103000
53,28.0,3.0,17.0,2009.0,2.0,9.0,Golovinskoe,9500000
57,33.0,3.0,17.0,1983.0,2.0,10.0,Birjulevo Vostochnoe,7400000
51,30.0,3.0,17.0,1992.0,2.0,1.0,Mitino,9300000
102,,24.0,25.0,,3.0,1.0,Poselenie Moskovskij,9068502
35,20.0,5.0,12.0,1969.0,1.0,9.0,Pechatniki,5500000
41,,13.0,25.0,,1.0,0.0,Poselenie Moskovskij,4257778
46,43.0,1.0,17.0,,1.0,10.0,Tverskoe,4238306
60,34.0,11.0,12.0,1997.0,2.0,10.0,Novokosino,8800000
28,15.0,2.0,,,,,Perovo,2000000
62,37.0,9.0,12.0,1984.0,3.0,8.0,Otradnoe,12800000
37,37.0,7.0,19.0,2016.0,1.0,1.0,Poselenie Shherbinka,3813204
35,14.0,9.0,12.0,1997.0,1.0,10.0,Novokosino,5300000
32,18.0,5.0,9.0,1974.0,1.0,6.0,Bibirevo,5000000
75,43.0,8.0,24.0,2008.0,3.0,11.0,Obruchevskoe,18450000
51,30.0,11.0,17.0,1987.0,2.0,8.0,Chertanovo Severnoe,9300000
54,28.0,6.0,15.0,2007.0,2.0,9.0,Krjukovo,7150000
37,19.0,3.0,16.0,1979.0,1.0,9.0,Zapadnoe Degunino,1500000
55,37.0,5.0,5.0,1960.0,3.0,6.0,Kotlovka,9000000
38,23.0,11.0,14.0,1980.0,2.0,6.0,Chertanovo Central'noe,7100000
43,27.0,2.0,5.0,1965.0,2.0,5.0,Sokol,9100000
53,32.0,14.0,17.0,2004.0,2.0,9.0,Juzhnoe Butovo,2000000
47,47.0,7.0,25.0,2016.0,1.0,1.0,Mitino,7286263
100,63.0,18.0,22.0,1987.0,4.0,9.0,Zjablikovo,13000000
37,18.0,3.0,,,,,Juzhnoe Butovo,5500000
37,22.0,4.0,9.0,1965.0,2.0,7.0,Kapotnja,4750000
78,49.0,13.0,14.0,1972.0,3.0,8.0,Juzhnoportovoe,6500000
61,31.0,13.0,17.0,2010.0,2.0,12.0,Marfino,14000000
82,50.0,4.0,16.0,1977.0,4.0,11.0,Bogorodskoe,16500000
36,14.0,2.0,17.0,2006.0,1.0,9.0,Kuncevo,7100000
76,41.0,4.0,30.0,2010.0,2.0,13.0,Zjuzino,13400580
45,28.0,5.0,5.0,1966.0,2.0,5.0,Perovo,6000000
53,53.0,1.0,3.0,0.0,2.0,1.0,Poselenie Novofedorovskoe,3080119
72,43.0,12.0,17.0,1983.0,3.0,10.0,Birjulevo Vostochnoe,8900000
32,16.0,9.0,9.0,1966.0,1.0,8.0,Nagatinskij Zaton,6700000
23,16.0,3.0,5.0,1968.0,1.0,3.0,Mozhajskoe,4100000
31,21.0,7.0,9.0,1963.0,1.0,5.0,Nagornoe,1000000
39,18.0,18.0,25.0,2001.0,1.0,9.0,Mar'ino,6300000
59,41.0,3.0,,,,,Perovo,7900000
45,28.0,11.0,12.0,1966.0,2.0,5.0,Severnoe Medvedkovo,8800000
34,19.0,15.0,16.0,1989.0,1.0,10.0,Severnoe Tushino,7000000
41,20.0,9.0,14.0,1985.0,1.0,8.0,Brateevo,6450000
41,20.0,12.0,12.0,2002.0,1.0,8.0,Mar'ino,6300000
38,23.0,3.0,9.0,1968.0,2.0,6.0,Izmajlovo,3000000
37,0.0,5.0,0.0,2015.0,1.0,11.0,Poselenie Voskresenskoe,4651200
44,29.0,2.0,9.0,1969.0,2.0,6.0,Bogorodskoe,7300000
38,19.0,6.0,17.0,1986.0,1.0,8.0,Brateevo,5650000
76,44.0,22.0,,,,,Novogireevo,11500000
28,10.0,1.0,9.0,1968.0,1.0,5.0,Severnoe Tushino,5500000
58,33.0,6.0,10.0,1993.0,2.0,10.0,Krjukovo,7200000
32,19.0,5.0,9.0,1971.0,1.0,5.0,Nagatino-Sadovniki,6100000
57,33.0,14.0,14.0,2000.0,2.0,10.0,Nagornoe,2000000
33,17.0,4.0,9.0,1968.0,1.0,7.0,Akademicheskoe,4000000
78,1.0,3.0,1.0,1.0,3.0,1.0,Krjukovo,7643600
75,44.0,2.0,22.0,1992.0,3.0,10.0,Krjukovo,8850000
100,100.0,11.0,17.0,2015.0,3.0,10.0,Poselenie Sosenskoe,9273664
39,20.0,4.0,,,,,Brateevo,5300000
57,,19.0,1.0,,2.0,1.0,Mitino,9680127
85,85.0,3.0,3.0,2016.0,3.0,1.0,Mitino,10728576
40,40.0,3.0,17.0,0.0,1.0,1.0,Tverskoe,5591476
45,30.0,5.0,5.0,1961.0,2.0,5.0,Sokolinaja Gora,5600000
38,18.0,2.0,17.0,2008.0,1.0,9.0,Juzhnoe Medvedkovo,3000000
82,43.0,3.0,,,,,Sokol,14800000
37,18.0,2.0,17.0,1986.0,1.0,8.0,Kon'kovo,7800000
36,19.0,14.0,1.0,2008.0,1.0,7.0,Beskudnikovskoe,1200000
63,30.0,3.0,0.0,0.0,2.0,0.0,Poselenie Voskresenskoe,6116560
93,50.0,10.0,21.0,2002.0,3.0,12.0,Koptevo,19275000
36,20.0,10.0,12.0,1970.0,1.0,10.0,Shhukino,6850000
32,18.0,3.0,9.0,1968.0,1.0,6.0,Timirjazevskoe,6500000
120,,3.0,17.0,2014.0,3.0,1.0,Jasenevo,19422900
30,18.0,1.0,9.0,1972.0,1.0,6.0,Rjazanskij,5000000
50,30.0,10.0,17.0,1983.0,2.0,8.0,Birjulevo Vostochnoe,6600000
41,20.0,3.0,14.0,1995.0,1.0,8.0,Ochakovo-Matveevskoe,6600000
31,21.0,1.0,9.0,1962.0,1.0,5.0,Kuz'minki,5300000
51,30.0,17.0,17.0,2009.0,2.0,9.0,Butyrskoe,2000000
37,19.0,9.0,17.0,1992.0,1.0,7.0,Severnoe Butovo,6250000
54,30.0,10.0,,,,,Caricyno,7500000
38,38.0,3.0,17.0,1.0,1.0,1.0,Poselenie Vnukovskoe,4737810
42,28.0,5.0,9.0,1966.0,2.0,5.0,Izmajlovo,8100000
39,19.0,12.0,17.0,1985.0,1.0,8.0,Ramenki,7800000
61,61.0,14.0,17.0,2014.0,2.0,1.0,Poselenie Vnukovskoe,6951195
58,32.0,2.0,14.0,1997.0,2.0,10.0,Gagarinskoe,14200000
58,33.0,14.0,22.0,1992.0,2.0,10.0,Severnoe Butovo,8616000
74,45.0,15.0,16.0,1999.0,3.0,10.0,Mitino,13900000
94,51.0,8.0,14.0,2004.0,3.0,11.0,Kuz'minki,17400000
64,46.0,14.0,16.0,1983.0,3.0,7.0,Donskoe,12200000
42,,16.0,18.0,2014.0,1.0,1.0,Krjukovo,4620000
59,,5.0,0.0,0.0,2.0,0.0,Poselenie Sosenskoe,6732820
24,16.0,5.0,5.0,1970.0,1.0,3.0,Bogorodskoe,3200000
55,31.0,4.0,,,,,Otradnoe,9500000
34,16.0,2.0,17.0,2016.0,1.0,84.0,Poselenie Desjonovskoe,3281884
39,20.0,7.0,,,,,Orehovo-Borisovo Juzhnoe,6250000
61,,8.0,0.0,,2.0,7.0,Poselenie Voskresenskoe,5647680
31,18.0,5.0,5.0,1965.0,1.0,6.0,Dmitrovskoe,1200000
45,29.0,8.0,12.0,1972.0,2.0,6.0,Kon'kovo,8000000
55,37.0,4.0,5.0,1965.0,3.0,5.0,Perovo,5000000
41,,2.0,1.0,2014.0,1.0,1.0,Chertanovo Severnoe,7621105
73,66.0,12.0,32.0,2006.0,1.0,1.0,Vostochnoe Degunino,2700000
57,,7.0,25.0,2014.0,2.0,0.0,Poselenie Vnukovskoe,3447398
42,28.0,4.0,5.0,1963.0,2.0,5.0,Rjazanskij,5800000
43,29.0,5.0,5.0,1962.0,2.0,5.0,Filevskij Park,7300000
35,14.0,14.0,17.0,1998.0,1.0,9.0,Mar'ino,6800000
54,36.0,2.0,5.0,1958.0,3.0,5.0,Severnoe Izmajlovo,1000000
47,301.0,4.0,12.0,1973.0,2.0,6.0,Birjulevo Zapadnoe,5600000
45,30.0,2.0,12.0,1976.0,2.0,6.0,Orehovo-Borisovo Severnoe,4000000
34,19.0,6.0,12.0,1970.0,1.0,9.0,Chertanovo Central'noe,6100000
55,35.0,17.0,24.0,2016.0,2.0,8.0,Nagatinskij Zaton,10865610
59,36.0,6.0,9.0,1974.0,3.0,5.0,Bibirevo,9800000
41,26.0,2.0,5.0,1960.0,2.0,5.0,Horoshevo-Mnevniki,2000000
74,51.0,2.0,5.0,1958.0,3.0,8.0,Tverskoe,12900000
42,27.0,3.0,5.0,1963.0,2.0,5.0,Timirjazevskoe,6000000
37,19.0,10.0,16.0,1994.0,1.0,9.0,Pechatniki,5650000
43,,13.0,22.0,,1.0,1.0,Poselenie Vnukovskoe,5536201
71,42.0,16.0,22.0,1981.0,3.0,8.0,Teplyj Stan,14300000
38,20.0,4.0,12.0,1982.0,1.0,8.0,Tverskoe,9200000
52,29.0,9.0,12.0,1979.0,2.0,8.0,Otradnoe,8700000
59,42.0,7.0,12.0,1974.0,3.0,5.0,Birjulevo Vostochnoe,7400000
62,36.0,9.0,10.0,1956.0,2.0,10.0,Danilovskoe,12800000
64,50.0,1.0,9.0,2016.0,2.0,9.0,Poselenie Vnukovskoe,7045760
75,44.0,9.0,,,,,Vojkovskoe,11404800
209,,37.0,1.0,2015.0,1.0,1.0,Rostokino,44682580
39,39.0,6.0,17.0,0.0,1.0,0.0,Solncevo,4620233
63,39.0,11.0,12.0,1975.0,3.0,8.0,Bibirevo,9650000
104,59.0,16.0,,,,,Poselenie Kokoshkino,1000000
38,18.0,7.0,17.0,2008.0,1.0,7.0,Dmitrovskoe,6000000
61,61.0,18.0,25.0,2014.0,2.0,1.0,Mitino,10002971
62,38.0,9.0,9.0,1976.0,3.0,8.0,Cheremushki,12700000
48,29.0,1.0,9.0,1977.0,2.0,1.0,Danilovskoe,6700000
58,30.0,6.0,6.0,1997.0,2.0,12.0,Juzhnoe Butovo,8200000
44,29.0,3.0,5.0,1961.0,2.0,5.0,Rostokino,6970000
34,19.0,16.0,,,,,Chertanovo Severnoe,6350000
60,44.0,1.0,9.0,1969.0,3.0,6.0,Gol'janovo,7200000
48,31.0,12.0,12.0,1970.0,2.0,8.0,Filevskij Park,8500000
37,19.0,1.0,10.0,1993.0,1.0,8.0,Krjukovo,4500000
76,44.0,5.0,17.0,1989.0,3.0,10.0,Taganskoe,2000000
58,,5.0,1.0,1.0,2.0,1.0,Krjukovo,5788530
40,24.0,4.0,8.0,1960.0,2.0,5.0,Juzhnoportovoe,7500000
46,29.0,2.0,9.0,1976.0,2.0,5.0,Danilovskoe,9100000
38,22.0,8.0,12.0,1968.0,2.0,6.0,Vyhino-Zhulebino,6050000
93,77.0,10.0,39.0,2009.0,1.0,5.0,Tverskoe,2750000
54,32.0,6.0,16.0,1976.0,2.0,9.0,Jasenevo,9500000
54,54.0,2.0,17.0,0.0,2.0,10.0,Poselenie Novofedorovskoe,3053307
15,9.0,2.0,5.0,1964.0,1.0,3.0,Perovo,4350000
58,43.0,9.0,9.0,1967.0,3.0,5.0,Savelovskoe,11800000
56,42.0,3.0,5.0,1961.0,3.0,5.0,Kuncevo,1100000
55,34.0,2.0,5.0,1959.0,2.0,7.0,Ivanovskoe,8150000
54,32.0,3.0,16.0,1999.0,2.0,9.0,Mitino,8800000
53,30.0,10.0,,,,,Silino,5850000
79,48.0,5.0,9.0,1991.0,3.0,8.0,Severnoe Butovo,11750000
51,50.0,3.0,9.0,1967.0,3.0,5.0,Hovrino,2000000
35,20.0,4.0,9.0,1977.0,1.0,6.0,Lianozovo,5350000
14,10.0,5.0,5.0,1952.0,1.0,1.0,Vostochnoe Izmajlovo,2000000
37,18.0,8.0,17.0,2013.0,1.0,9.0,Poselenie Vnukovskoe,3500000
57,38.0,2.0,9.0,1968.0,3.0,6.0,Caricyno,2500000
52,30.0,9.0,15.0,2001.0,2.0,9.0,Mar'ino,9150000
76,45.0,10.0,14.0,1996.0,3.0,10.0,Savelki,9500000
37,,17.0,,,,,Strogino,6801186
58,,8.0,17.0,,2.0,1.0,Tekstil'shhiki,6087300
43,25.0,5.0,5.0,1959.0,2.0,6.0,Bogorodskoe,6300000
60,33.0,3.0,12.0,2005.0,2.0,1.0,Kosino-Uhtomskoe,6000000
34,19.0,1.0,12.0,1965.0,1.0,10.0,Cheremushki,6000000
53,34.0,9.0,9.0,1970.0,2.0,6.0,Veshnjaki,6300000
81,1.0,3.0,10.0,2016.0,3.0,14.0,Mitino,10844900
35,19.0,8.0,9.0,1973.0,1.0,8.0,Teplyj Stan,3000000
38,20.0,4.0,14.0,1990.0,1.0,8.0,Krjukovo,5200000
90,38.0,2.0,2.0,0.0,3.0,1.0,Tverskoe,5369735
118,67.0,10.0,11.0,2000.0,3.0,14.0,Mitino,21000000
35,19.0,12.0,12.0,1968.0,1.0,9.0,Butyrskoe,7200000
43,27.0,5.0,5.0,1964.0,2.0,5.0,Zjuzino,6300000
36,22.0,3.0,9.0,1963.0,2.0,7.0,Severnoe Izmajlovo,6500000
77,45.0,14.0,17.0,1995.0,3.0,10.0,Mar'ino,11300000
58,58.0,3.0,12.0,1967.0,3.0,5.0,Jakimanka,16000000
45,44.0,14.0,14.0,1970.0,2.0,5.0,Ochakovo-Matveevskoe,7200000
43,40.0,23.0,,,,,Mitino,6229540
74,45.0,7.0,17.0,1995.0,3.0,10.0,Zjablikovo,2000000
49,29.0,3.0,5.0,1951.0,2.0,7.0,Shhukino,11200000
52,52.0,6.0,12.0,2005.0,2.0,9.0,Kosino-Uhtomskoe,7600000
38,20.0,18.0,22.0,1986.0,1.0,10.0,Jasenevo,8700000
34,34.0,15.0,,,,,Poselenie Sosenskoe,3522500
41,21.0,1.0,9.0,1999.0,1.0,8.0,Mar'ino,5000000
42,27.0,7.0,8.0,1962.0,2.0,5.0,Vostochnoe Izmajlovo,6450000
31,20.0,5.0,5.0,1963.0,1.0,5.0,Perovo,4800000
84,84.0,9.0,17.0,2016.0,3.0,10.0,Poselenie Vnukovskoe,10485791
50,33.0,4.0,9.0,1968.0,3.0,6.0,Hovrino,2500000
42,20.0,13.0,14.0,1994.0,1.0,8.0,Krjukovo,4650000
75,45.0,10.0,17.0,1998.0,3.0,9.0,Mar'ino,10800000
46,,12.0,17.0,,1.0,1.0,Tverskoe,4648932
83,45.0,14.0,16.0,2001.0,3.0,10.0,Mar'ino,12400000
41,20.0,11.0,14.0,1989.0,1.0,8.0,Krjukovo,4950000
32,16.0,12.0,12.0,1972.0,1.0,7.0,Caricyno,7650000
78,47.0,13.0,14.0,1996.0,3.0,8.0,Krjukovo,1000000
39,20.0,22.0,24.0,2009.0,1.0,10.0,Mozhajskoe,6100000
126,118.0,9.0,,,,,Prospekt Vernadskogo,34353584
37,21.0,4.0,9.0,1962.0,2.0,7.0,Danilovskoe,8400000
38,19.0,2.0,22.0,2002.0,1.0,10.0,Filevskij Park,1000000
37,19.0,17.0,17.0,1995.0,1.0,8.0,Fili Davydkovo,1000000
44,1.0,8.0,1.0,1.0,1.0,1.0,Nagornoe,4840500
86,49.0,17.0,18.0,1997.0,3.0,9.0,Jasenevo,15500000
32,20.0,4.0,5.0,1966.0,1.0,5.0,Caricyno,5500000
39,19.0,5.0,,,,,Pechatniki,5450000
50,29.0,8.0,14.0,1987.0,2.0,8.0,Solncevo,7000000
58,42.0,4.0,5.0,1967.0,3.0,5.0,Severnoe Tushino,8000000
64,60.0,10.0,17.0,2014.0,2.0,1.0,Nekrasovka,6592000
33,19.0,4.0,9.0,1984.0,1.0,6.0,Jaroslavskoe,6000000
32,20.0,5.0,5.0,1965.0,1.0,5.0,Perovo,5460000
44,28.0,8.0,9.0,1971.0,2.0,6.0,Beskudnikovskoe,990000
32,19.0,2.0,5.0,1967.0,1.0,5.0,Ochakovo-Matveevskoe,5900000
31,19.0,3.0,5.0,1963.0,1.0,5.0,Koptevo,5500000
46,30.0,9.0,12.0,1971.0,2.0,6.0,Chertanovo Severnoe,8200000
52,33.0,16.0,24.0,2004.0,2.0,7.0,Shhukino,990000
40,,17.0,17.0,1.0,1.0,1.0,Poselenie Moskovskij,3754920
42,18.0,11.0,24.0,2007.0,1.0,10.0,Kosino-Uhtomskoe,1000000
43,20.0,15.0,17.0,2008.0,1.0,8.0,Juzhnoe Butovo,5000000
38,19.0,4.0,14.0,2007.0,1.0,7.0,Hovrino,5500000
53,28.0,8.0,16.0,1976.0,2.0,10.0,Golovinskoe,10000000
103,63.0,14.0,23.0,2006.0,4.0,11.0,Rjazanskij,11122750
104,104.0,2.0,2.0,0.0,1.0,0.0,Poselenie Pervomajskoe,7661452
52,30.0,8.0,17.0,2011.0,2.0,9.0,Poselenie Moskovskij,7300000
43,28.0,7.0,9.0,1969.0,2.0,5.0,Horoshevo-Mnevniki,8700000
31,16.0,2.0,12.0,1972.0,1.0,1974.0,Matushkino,1000000
55,0.0,8.0,0.0,2015.0,2.0,0.0,Poselenie Desjonovskoe,4684993
45,18.0,6.0,12.0,2014.0,1.0,7.0,Poselenie Voskresenskoe,4416345
38,18.0,3.0,17.0,2003.0,1.0,7.0,Severnoe Izmajlovo,7150000
44,28.0,4.0,9.0,1967.0,2.0,6.0,Sokol'niki,8550000
100,71.0,4.0,5.0,1957.0,4.0,9.0,Nagornoe,15400000
40,17.0,7.0,14.0,2005.0,1.0,8.0,Perovo,7100000
66,42.0,2.0,7.0,1937.0,3.0,8.0,Begovoe,14950000
53,53.0,1.0,1.0,2014.0,2.0,0.0,Poselenie Novofedorovskoe,2744820
44,30.0,4.0,5.0,1962.0,2.0,5.0,Koptevo,5650000
86,52.0,3.0,5.0,1958.0,3.0,8.0,Savelovskoe,15700000
41,17.0,7.0,19.0,2010.0,1.0,10.0,Izmajlovo,3582293
44,30.0,1.0,5.0,1962.0,2.0,5.0,Koptevo,6100000
45,29.0,3.0,5.0,1964.0,2.0,5.0,Vostochnoe Izmajlovo,6300000
38,38.0,12.0,,,,,Nekrasovka,3914144
53,30.0,11.0,17.0,2000.0,2.0,7.0,Birjulevo Zapadnoe,6900000
43,43.0,2.0,17.0,2016.0,1.0,43.0,Poselenie Sosenskoe,4038804
113,70.0,5.0,9.0,1955.0,3.0,12.0,Meshhanskoe,28000000
49,34.0,1.0,9.0,1975.0,2.0,6.0,Teplyj Stan,7400000
28,1.0,11.0,17.0,2014.0,1.0,1.0,Poselenie Filimonkovskoe,2170303
64,1.0,7.0,1.0,1.0,2.0,1.0,Krjukovo,7202900
39,23.0,11.0,12.0,1968.0,2.0,6.0,Caricyno,6600000
35,17.0,1.0,12.0,1976.0,1.0,6.0,Lianozovo,5500000
45,29.0,5.0,5.0,1968.0,2.0,5.0,Kon'kovo,2000000
54,33.0,6.0,,,,,Nagatino-Sadovniki,7700000
58,,6.0,17.0,2015.0,2.0,1.0,Nekrasovka,5764128
53,52.0,3.0,,,,,Poselenie Filimonkovskoe,3023412
74,74.0,16.0,24.0,2014.0,3.0,1.0,Nagornoe,14761521
42,19.0,2.0,21.0,2015.0,1.0,1.0,Poselenie Rogovskoe,2159850
56,31.0,3.0,16.0,2002.0,2.0,9.0,Novogireevo,11300000
32,20.0,4.0,5.0,1964.0,1.0,5.0,Zjuzino,6700000
39,21.0,6.0,,,,,Krjukovo,4550000
32,18.0,1.0,9.0,1973.0,1.0,6.0,Birjulevo Zapadnoe,4500000
85,,16.0,17.0,1.0,3.0,1.0,Novo-Peredelkino,9609180
44,28.0,5.0,5.0,1969.0,1.0,5.0,Juzhnoe Tushino,7290000
111,64.0,10.0,14.0,1998.0,3.0,11.0,Vyhino-Zhulebino,12665000
31,18.0,3.0,5.0,1959.0,1.0,6.0,Kuz'minki,4700000
54,32.0,12.0,17.0,2004.0,2.0,9.0,Moskvorech'e-Saburovo,9600000
55,32.0,8.0,10.0,1997.0,2.0,8.0,Mar'ino,9100000
41,27.0,2.0,5.0,1961.0,2.0,5.0,Danilovskoe,2000000
45,30.0,3.0,5.0,1964.0,2.0,5.0,Perovo,6500000
38,38.0,12.0,,,,,Tverskoe,3261166
